Date,ABMD,ATVI,ADBE,AKAM,ALK,ALGN,GOOGL,GOOG,AMZN,AMD,AAL,ANSS,APTV,ACGL,ANET,ADSK,AZO,BIO,BIIB,BA,BKNG,BSX,CDNS,CZR,KMX,CCL,CTLT,CBOE,CBRE,CNC,CDAY,CRL,CHTR,CMG,COO,CPRT,CSGP,DVA,DAL,DXCM,DISH,DIS,DLTR,DXC,EW,ENPH,EPAM,EQT,ETSY,EXPE,EXPD,FFIV,FISV,FLT,FTNT,FOXA,FOX,IT,GNRC,GM,GL,GS,HSIC,HLT,HOLX,HST,IDXX,ILMN,INCY,ISRG,IQV,KEYS,LH,LVS,LYV,MAR,MTCH,META,MTD,MRNA,MHK,MOH,TAP,MNST,NFLX,NWSA,NWS,NCLH,NVR,ORLY,ON,PAYC,PYPL,PCG,PTC,QRVO,REGN,RCL,CRM,NOW,SEDG,LUV,SIVB,SNPS,TMUS,TTWO,TDY,TSLA,TDG,TRMB,TYL,ULTA,UAL,URI,VRSN,VRTX,WBD,WAT,WDC,WYNN,ZBRA
2020-12-01 00:00:00-05:00,324.20001220703125,91.8565902709961,500.1199951171875,104.98999786376953,52.0,534.3800048828125,87.63200378417969,87.59400177001953,162.84649658203125,91.70999908447266,15.770000457763672,363.79998779296875,130.2899932861328,36.06999969482422,72.64250183105469,305.3399963378906,1185.43994140625,582.9400024414062,244.86000061035156,214.05999755859375,2227.27001953125,35.95000076293945,136.42999267578125,74.2699966430664,94.45999908447266,21.65999984741211,104.06999969482422,93.12000274658203,62.720001220703125,60.029998779296875,106.55999755859375,249.86000061035156,661.5499877929688,1386.7099609375,363.2030029296875,63.625,92.4280014038086,117.4000015258789,40.209999084472656,92.43000030517578,32.34000015258789,181.17999267578125,108.04000091552734,25.75,91.2300033569336,175.47000122070312,358.3500061035156,12.506182670593262,177.91000366210938,132.39999389648438,93.66512298583984,175.94000244140625,113.86000061035156,272.8299865722656,29.70599937438965,28.40077781677246,28.111120223999023,160.19000244140625,227.41000366210938,41.54514694213867,93.40752410888672,252.77687072753906,66.86000061035156,110.88098907470703,72.83000183105469,14.447994232177734,499.8699951171875,370.0,86.9800033569336,272.70001220703125,179.1699981689453,132.08999633789062,201.80166625976562,59.599998474121094,73.4800033569336,131.44007873535156,151.19000244140625,273.1600036621094,1139.6800537109375,104.47000122070312,140.9499969482422,212.67999267578125,43.55695343017578,92.4800033569336,540.72998046875,17.63423728942871,17.435840606689453,25.43000030517578,4079.860107421875,452.57000732421875,32.72999954223633,452.25,234.1999969482422,12.460000038146973,119.61000061035156,166.27000427246094,483.1099853515625,74.69000244140625,222.52999877929688,550.4299926757812,319.1199951171875,46.61000061035156,387.8299865722656,259.239990234375,134.85000610351562,207.7899932861328,391.9800109863281,235.22332763671875,601.732421875,66.7699966430664,436.5199890136719,287.1600036621094,43.25,231.91000366210938,216.39999389648438,236.33999633789062,30.09000015258789,247.4199981689453,55.38999938964844,112.83000183105469,384.3299865722656
2021-01-01 00:00:00-05:00,348.25,90.02638244628906,458.7699890136719,111.02999877929688,48.83000183105469,525.3800048828125,91.36799621582031,91.78700256347656,160.30999755859375,85.63999938964844,17.170000076293945,354.3699951171875,133.60000610351562,31.40999984741211,76.88999938964844,277.42999267578125,1118.3699951171875,573.77001953125,282.6099853515625,194.19000244140625,1944.3299560546875,35.439998626708984,130.38999938964844,70.38999938964844,117.77999877929688,18.670000076293945,115.05000305175781,91.7300033569336,60.97999954223633,60.29999923706055,92.91000366210938,259.04998779296875,607.5599975585938,1480.0,363.92279052734375,54.875,89.97100067138672,117.37000274658203,37.959999084472656,93.7125015258789,29.020000457763672,168.1699981689453,101.66000366210938,28.200000762939453,82.58000183105469,182.35000610351562,344.42999267578125,16.048452377319336,199.08999633789062,124.0999984741211,88.16004943847656,195.9499969482422,102.69000244140625,242.75,28.950000762939453,30.40989875793457,29.09423065185547,151.91000366210938,246.4199981689453,50.56455612182617,88.91223907470703,261.3443908691406,65.8499984741211,101.04460144042969,79.7300033569336,13.381429672241211,478.67999267578125,426.44000244140625,89.75,249.2133331298828,177.8000030517578,141.58999633789062,226.94384765625,48.09000015258789,66.44999694824219,115.88687133789062,139.86000061035156,258.3299865722656,1168.0999755859375,173.16000366210938,143.60000610351562,213.61000061035156,48.347354888916016,86.83000183105469,532.3900146484375,19.037519454956055,18.524967193603516,22.649999618530273,4446.47998046875,425.4700012207031,34.4900016784668,379.739990234375,234.30999755859375,11.430000305175781,132.91000366210938,170.8800048828125,503.8399963378906,65.0,225.55999755859375,543.1599731445312,288.3299865722656,43.939998626708984,437.7799987792969,255.4499969482422,126.08000183105469,200.4499969482422,357.010009765625,264.510009765625,537.9761352539062,65.91000366210938,422.7900085449219,279.760009765625,39.9900016784668,243.00999450683594,194.07000732421875,229.0800018310547,41.41999816894531,264.6700134277344,56.43000030517578,99.52999877929688,387.8299865722656
2021-02-01 00:00:00-05:00,324.54998779296875,94.58706665039062,459.6700134277344,94.5,65.0199966430664,567.1099853515625,101.09549713134766,101.84300231933594,154.64649963378906,84.51000213623047,20.940000534057617,340.989990234375,149.83999633789062,35.81999969482422,69.95999908447266,276.0,1159.9200439453125,584.5,272.8800048828125,212.00999450683594,2328.510009765625,38.779998779296875,141.08999633789062,93.44000244140625,119.51000213623047,26.75,113.70999908447266,98.95999908447266,75.7699966430664,58.540000915527344,89.66000366210938,286.1400146484375,613.4199829101562,1442.0,386.0357666015625,54.58000183105469,82.3759994506836,102.12999725341797,47.939998626708984,99.44499969482422,31.510000228881836,189.0399932861328,98.19999694824219,25.219999313354492,83.0999984741211,176.05999755859375,373.6099853515625,17.50472068786621,220.27000427246094,161.0,90.44480895996094,189.97999572753906,115.37000274658203,277.30999755859375,33.77000045776367,32.4872932434082,31.07992172241211,179.0399932861328,329.55999755859375,51.213077545166016,92.05058288574219,307.9039001464844,61.849998474121094,123.25867462158203,72.08999633789062,16.38361167907715,520.1699829101562,439.4100036621094,78.66000366210938,245.60000610351562,192.7899932861328,141.52000427246094,237.84938049316406,62.599998474121094,88.86000061035156,147.5313262939453,152.85000610351562,257.6199951171875,1116.050048828125,154.80999755859375,174.99000549316406,216.75999450683594,42.84370422363281,87.73999786376953,538.8499755859375,23.01184844970703,22.488996505737305,29.559999465942383,4500.83984375,447.3299865722656,40.27000045776367,374.239990234375,259.8500061035156,10.510000228881836,136.94000244140625,174.72999572753906,450.57000732421875,93.2699966430664,216.5,533.4600219726562,298.30999755859375,58.130001068115234,505.3599853515625,245.2100067138672,119.97000122070312,184.4600067138672,371.0,225.1666717529297,560.7191162109375,74.13999938964844,463.4200134277344,322.3299865722656,52.68000030517578,297.3800048828125,194.02999877929688,212.5500030517578,53.029998779296875,273.8800048828125,68.52999877929688,131.72999572753906,499.42999267578125
2021-03-01 00:00:00-05:00,318.7300109863281,92.00498962402344,475.3699951171875,101.9000015258789,69.20999908447266,541.530029296875,103.1259994506836,103.43150329589844,154.70399475097656,78.5,23.899999618530273,339.55999755859375,137.89999389648438,38.369998931884766,75.47250366210938,277.1499938964844,1404.300048828125,571.1699829101562,279.75,254.72000122070312,2329.840087890625,38.650001525878906,136.99000549316406,87.44999694824219,132.66000366210938,26.540000915527344,105.30999755859375,98.69000244140625,79.11000061035156,63.90999984741211,84.2699966430664,289.8299865722656,617.02001953125,1420.8199462890625,383.99627685546875,54.30500030517578,82.18900299072266,107.7699966430664,48.279998779296875,89.84750366210938,36.20000076293945,184.52000427246094,114.45999908447266,31.260000228881836,83.63999938964844,162.16000366210938,396.69000244140625,18.28205108642578,201.6699981689453,172.1199951171875,106.05401611328125,208.6199951171875,119.04000091552734,268.6300048828125,36.88399887084961,35.218135833740234,34.00004959106445,182.5500030517578,327.45001220703125,57.32910919189453,95.2339096069336,315.15142822265625,69.23999786376953,120.5080795288086,74.37999725341797,16.6403751373291,489.30999755859375,384.05999755859375,81.2699966430664,246.31333923339844,193.13999938964844,143.39999389648438,252.83950805664062,60.7599983215332,84.6500015258789,147.57119750976562,137.3800048828125,294.5299987792969,1155.68994140625,130.9499969482422,192.30999755859375,233.75999450683594,49.30158615112305,91.08999633789062,521.6599731445312,24.95485496520996,23.018844604492188,27.59000015258789,4710.93017578125,507.25,41.61000061035156,370.05999755859375,242.83999633789062,11.710000038146973,137.64999389648438,182.6999969482422,473.1400146484375,85.61000061035156,211.8699951171875,500.1099853515625,287.44000244140625,61.060001373291016,493.6600036621094,247.77999877929688,125.29000091552734,176.6999969482422,413.6499938964844,222.64332580566406,571.657958984375,77.79000091552734,424.5299987792969,309.1700134277344,57.540000915527344,329.30999755859375,198.75999450683594,214.88999938964844,43.459999084472656,284.1700134277344,66.75,125.37000274658203,485.17999267578125
2021-04-01 00:00:00-04:00,320.7300109863281,90.21435546875,508.3399963378906,108.69999694824219,69.13999938964844,595.530029296875,117.67500305175781,120.50599670410156,173.37100219726562,81.62000274658203,21.719999313354492,365.6600036621094,143.88999938964844,39.709999084472656,78.7925033569336,291.9100036621094,1464.1199951171875,630.1300048828125,267.3299865722656,234.30999755859375,2466.080078125,43.599998474121094,131.77000427246094,97.83999633789062,133.24000549316406,27.959999084472656,112.47000122070312,104.37000274658203,85.19999694824219,61.7400016784668,94.4800033569336,332.45001220703125,673.4500122070312,1492.030029296875,410.78973388671875,62.255001068115234,85.44300079345703,116.52999877929688,46.91999816894531,96.5250015258789,44.790000915527344,186.02000427246094,114.9000015258789,32.90999984741211,95.5199966430664,139.25,457.75,18.793712615966797,198.7899932861328,176.22999572753906,108.19105529785156,186.75999450683594,120.12000274658203,287.7200012207031,40.84600067138672,36.695159912109375,35.61613845825195,195.8800048828125,323.95001220703125,57.08966064453125,101.00924682617188,337.1433410644531,72.5,128.26156616210938,65.55000305175781,17.9340763092041,548.989990234375,392.8399963378906,85.37999725341797,288.3333435058594,234.69000244140625,144.35000610351562,263.58636474609375,61.2599983215332,81.87999725341797,147.9796905517578,155.6300048828125,325.0799865722656,1313.3199462890625,178.82000732421875,205.5,255.10000610351562,52.964263916015625,97.05000305175781,513.469970703125,25.809314727783203,23.94974136352539,31.049999237060547,5018.10009765625,552.8800048828125,39.0,384.4100036621094,262.2900085449219,11.319999694824219,130.94000244140625,188.1699981689453,481.29998779296875,86.94999694824219,230.32000732421875,506.3699951171875,263.5400085449219,62.779998779296875,571.8300170898438,247.05999755859375,132.1300048828125,175.3800048828125,447.75,236.47999572753906,596.7637939453125,82.0,424.8599853515625,329.3500061035156,54.400001525878906,319.95001220703125,218.77000427246094,218.1999969482422,37.65999984741211,299.8699951171875,70.62999725341797,128.39999389648438,487.739990234375
2021-05-01 00:00:00-04:00,284.5799865722656,96.67535400390625,504.5799865722656,114.20999908447266,69.19999694824219,590.1500244140625,117.84249877929688,120.5780029296875,161.15350341796875,80.08000183105469,24.239999771118164,337.94000244140625,150.4199981689453,39.88999938964844,84.84500122070312,285.8599853515625,1406.5999755859375,602.3699951171875,267.4800109863281,247.02000427246094,2361.550048828125,42.54999923706055,126.98999786376953,107.44999694824219,115.19000244140625,29.559999465942383,104.83000183105469,111.30000305175781,87.77999877929688,73.5999984741211,89.45999908447266,337.989990234375,694.530029296875,1371.97998046875,393.3539733886719,64.50499725341797,85.4000015258789,120.06999969482422,47.68000030517578,92.34750366210938,43.52000045776367,178.64999389648438,97.5,37.91999816894531,95.9000015258789,143.0500030517578,477.6000061035156,20.545166015625,164.72999572753906,176.9499969482422,123.78057098388672,185.42999267578125,115.19999694824219,274.44000244140625,43.70800018310547,36.62651824951172,35.51823806762695,231.83999633789062,328.7200012207031,59.17490005493164,104.11023712158203,359.9485168457031,76.04000091552734,124.84325408935547,63.060001373291016,16.95639419555664,558.1099853515625,405.6400146484375,83.77999877929688,280.7266540527344,240.16000366210938,142.3800048828125,272.1224670410156,57.75,90.11000061035156,143.0576629638672,143.3800048828125,328.7300109863281,1300.949951171875,185.00999450683594,210.67999267578125,251.36000061035156,56.21247863769531,94.2699966430664,502.80999755859375,26.587533950805664,25.309293746948242,31.899999618530273,4887.22998046875,535.1199951171875,40.040000915527344,329.6000061035156,260.0199890136719,10.140000343322754,134.13999938964844,182.72000122070312,502.42999267578125,93.2699966430664,238.10000610351562,473.8800048828125,258.010009765625,61.459999084472656,582.8900146484375,254.33999633789062,141.4499969482422,185.55999755859375,419.4700012207031,208.4066619873047,630.8929443359375,77.79000091552734,403.1600036621094,345.3599853515625,58.349998474121094,333.9599914550781,219.9199981689453,208.6300048828125,32.11000061035156,322.25,75.2300033569336,131.8699951171875,497.04998779296875
2021-06-01 00:00:00-04:00,312.1099853515625,94.87605285644531,585.6400146484375,116.5999984741211,60.310001373291016,611.0,122.0895004272461,125.31600189208984,172.00799560546875,93.93000030517578,21.209999084472656,347.05999755859375,157.3300018310547,38.939998626708984,90.57749938964844,291.8999938964844,1492.219970703125,644.2899780273438,346.2699890136719,239.55999755859375,2188.090087890625,42.7599983215332,136.82000732421875,103.75,129.14999389648438,26.360000610351562,108.12000274658203,119.05000305175781,85.7300033569336,72.93000030517578,95.91999816894531,369.9200134277344,721.4500122070312,1550.3399658203125,396.1733093261719,65.91500091552734,82.81999969482422,120.43000030517578,43.2599983215332,106.75,41.79999923706055,175.77000427246094,99.5,38.939998626708984,103.56999969482422,183.6300048828125,510.9599914550781,21.903038024902344,205.83999633789062,163.7100067138672,125.25765991210938,186.66000366210938,106.88999938964844,256.05999755859375,47.63800048828125,36.4107780456543,34.46091079711914,242.1999969482422,415.1499938964844,59.035213470458984,94.06659698486328,368.4550476074219,74.19000244140625,120.20909881591797,66.72000122070312,16.877389907836914,631.5499877929688,473.2099914550781,84.12999725341797,306.5466613769531,242.32000732421875,154.41000366210938,273.4806823730469,52.689998626708984,87.58999633789062,136.02334594726562,161.25,347.7099914550781,1385.3399658203125,234.97999572753906,192.19000244140625,253.05999755859375,51.74979019165039,91.3499984741211,528.2100219726562,25.385726928710938,23.98914909362793,29.40999984741211,4973.2998046875,566.2100219726562,38.279998779296875,363.4700012207031,291.4800109863281,10.170000076293945,141.25999450683594,195.64999389648438,558.5399780273438,85.27999877929688,244.27000427246094,549.5499877929688,276.3699951171875,53.09000015258789,556.4299926757812,275.7900085449219,144.8300018310547,177.02000427246094,418.8299865722656,226.56666564941406,629.3858032226562,81.83000183105469,452.3699951171875,345.7699890136719,52.290000915527344,319.010009765625,227.69000244140625,201.6300048828125,30.68000030517578,345.6099853515625,71.16999816894531,122.30000305175781,529.489990234375
2021-07-01 00:00:00-04:00,327.1400146484375,83.12589263916016,621.6300048828125,119.91999816894531,58.029998779296875,695.7999877929688,134.72650146484375,135.2209930419922,166.37950134277344,106.19000244140625,20.3799991607666,368.4599914550781,166.85000610351562,39.0,95.09750366210938,321.1300048828125,1623.5699462890625,739.510009765625,326.7300109863281,226.47999572753906,2178.260009765625,45.599998474121094,147.64999389648438,87.36000061035156,133.9499969482422,21.649999618530273,119.80999755859375,118.47000122070312,96.45999908447266,68.61000061035156,98.4000015258789,406.9200134277344,744.0499877929688,1863.43994140625,421.66705322265625,73.5,88.8499984741211,120.25,39.900001525878906,128.87750244140625,41.88999938964844,176.02000427246094,99.79000091552734,39.97999954223633,112.2699966430664,189.60000610351562,559.7999877929688,18.095096588134766,183.50999450683594,160.8699951171875,126.89017486572266,206.50999450683594,115.11000061035156,258.2200012207031,54.448001861572266,34.96925354003906,32.54206848144531,264.7300109863281,419.3599853515625,56.71052551269531,91.95317840576172,363.94073486328125,80.1500015258789,131.002197265625,75.04000091552734,15.731821060180664,678.530029296875,495.75,77.3499984741211,330.4866638183594,247.6999969482422,164.5500030517578,293.6063232421875,42.349998474121094,78.88999938964844,145.44894409179688,159.27000427246094,356.29998779296875,1473.7099609375,353.6000061035156,194.89999389648438,273.010009765625,47.123252868652344,94.31999969482422,517.5700073242188,24.262725830078125,23.161598205566406,24.030000686645508,5222.60009765625,603.8400268554688,39.060001373291016,400.0,275.5299987792969,8.789999961853027,135.4499969482422,189.58999633789062,574.6099853515625,76.87000274658203,241.92999267578125,587.8900146484375,259.4800109863281,50.52000045776367,549.9600219726562,287.989990234375,144.02000427246094,173.4199981689453,452.7699890136719,229.06666564941406,623.3572998046875,85.5,492.6400146484375,335.79998779296875,46.720001220703125,329.54998779296875,216.3699951171875,201.5800018310547,29.010000228881836,389.80999755859375,64.93000030517578,98.33000183105469,552.47998046875
2021-08-01 00:00:00-04:00,363.9599914550781,81.8832778930664,663.7000122070312,113.25,57.34000015258789,709.0,144.69749450683594,145.46200561523438,173.5395050048828,110.72000122070312,19.940000534057617,365.3599853515625,152.19000244140625,41.099998474121094,92.38249969482422,310.0899963378906,1549.1500244140625,804.8200073242188,338.9100036621094,219.5,2299.669921875,45.150001525878906,163.47999572753906,101.62999725341797,125.20999908447266,24.139999389648438,130.44000244140625,126.1500015258789,96.30000305175781,62.97999954223633,112.3499984741211,443.8599853515625,816.6599731445312,1903.3299560546875,450.6329345703125,72.16000366210938,84.73999786376953,130.77000427246094,40.439998626708984,132.35499572753906,43.59000015258789,181.3000030517578,90.54000091552734,36.720001220703125,117.18000030517578,173.72999572753906,632.8099975585938,18.03605842590332,216.25999450683594,144.5,123.31845092773438,203.57000732421875,117.79000091552734,263.2799987792969,63.02799987792969,36.71477127075195,33.90288543701172,308.739990234375,436.9800109863281,48.89835739135742,95.07403564453125,401.4434814453125,75.58999633789062,124.43465423583984,79.1500015258789,16.353984832763672,673.760009765625,457.1600036621094,76.48999786376953,351.1866760253906,259.7300109863281,179.3800048828125,300.77423095703125,44.61000061035156,86.69999694824219,134.64837646484375,137.44000244140625,379.3800048828125,1552.8299560546875,376.69000244140625,197.75999450683594,268.7699890136719,45.81239700317383,97.56999969482422,569.1900024414062,22.13493537902832,21.703529357910156,25.84000015258789,5179.93994140625,594.0800170898438,44.36000061035156,488.8999938964844,288.6600036621094,9.170000076293945,131.66000366210938,188.02999877929688,673.4000244140625,82.7300033569336,265.2699890136719,643.6400146484375,289.7799987792969,49.779998779296875,559.5,332.239990234375,137.02000427246094,161.22000122070312,463.3800048828125,245.24000549316406,590.6671752929688,94.22000122070312,485.70001220703125,387.30999755859375,46.5099983215332,352.6499938964844,216.25999450683594,200.2899932861328,28.84000015258789,414.0199890136719,63.20000076293945,101.69000244140625,587.1699829101562
2021-09-01 00:00:00-04:00,325.5199890136719,76.93270111083984,575.719970703125,104.58999633789062,58.599998474121094,665.4299926757812,133.67599487304688,133.2655029296875,164.2519989013672,102.9000015258789,20.520000457763672,340.45001220703125,148.97000122070312,38.18000030517578,85.91000366210938,285.1700134277344,1697.989990234375,745.9500122070312,282.989990234375,219.94000244140625,2373.8701171875,43.38999938964844,151.44000244140625,112.27999877929688,127.95999908447266,25.010000228881836,133.07000732421875,123.86000061035156,97.36000061035156,62.310001373291016,112.62000274658203,412.6700134277344,727.5599975585938,1817.52001953125,413.2393493652344,69.36000061035156,86.05999755859375,116.26000213623047,42.61000061035156,136.71499633789062,43.459999084472656,169.1699981689453,95.72000122070312,33.61000061035156,113.20999908447266,149.97000122070312,570.47998046875,20.131900787353516,207.9600067138672,163.89999389648438,117.86686706542969,198.77999877929688,108.5,261.2699890136719,58.40800094604492,39.58937072753906,36.59651565551758,303.8800048828125,408.6700134277344,52.58993148803711,88.10701751708984,368.7821044921875,76.16000366210938,131.6599578857422,73.80999755859375,16.12684440612793,621.9000244140625,405.6099853515625,68.77999877929688,331.3833312988281,239.5399932861328,164.2899932861328,279.0226745605469,36.599998474121094,91.12999725341797,147.55125427246094,156.99000549316406,339.3900146484375,1377.3599853515625,384.8599853515625,177.39999389648438,271.30999755859375,45.02852249145508,88.83000183105469,610.3400268554688,23.17913055419922,22.88574981689453,26.709999084472656,4794.080078125,611.0599975585938,45.77000045776367,495.75,260.2099914550781,9.600000381469727,119.79000091552734,167.19000244140625,605.1799926757812,88.94999694824219,271.2200012207031,622.27001953125,265.2200012207031,51.43000030517578,646.8800048828125,299.4100036621094,127.76000213623047,154.07000732421875,429.5799865722656,258.49334716796875,607.2942504882812,82.25,458.6499938964844,360.9200134277344,47.56999969482422,350.92999267578125,205.00999450683594,181.38999938964844,25.3799991607666,357.29998779296875,56.439998626708984,84.75,515.4199829101562
2021-10-01 00:00:00-04:00,332.0400085449219,77.72798156738281,650.3599853515625,105.45999908447266,52.79999923706055,624.3699951171875,148.04600524902344,148.27049255371094,168.6215057373047,120.2300033569336,19.200000762939453,379.5799865722656,172.88999938964844,41.81999969482422,102.42250061035156,317.6099853515625,1784.8399658203125,794.6799926757812,266.67999267578125,207.02999877929688,2420.780029296875,43.130001068115234,173.11000061035156,109.45999908447266,136.9199981689453,22.15999984741211,137.86000061035156,131.94000244140625,104.08000183105469,71.23999786376953,125.25,448.67999267578125,674.8900146484375,1779.030029296875,416.8487548828125,77.6449966430664,86.05000305175781,103.23999786376953,39.130001068115234,155.80250549316406,41.06999969482422,169.07000732421875,107.76000213623047,32.56999969482422,119.81999969482422,231.6300048828125,673.239990234375,19.590723037719727,250.69000244140625,164.41000366210938,121.95307922363281,211.14999389648438,98.48999786376953,247.41000366210938,67.26799774169922,39.22417068481445,36.43877410888672,331.9100036621094,498.55999755859375,54.30601501464844,88.09712219238281,403.2380676269531,76.3499984741211,143.45960998535156,73.30999755859375,16.620624542236328,666.1400146484375,415.05999755859375,66.9800033569336,361.1300048828125,261.4200134277344,180.02000427246094,284.5547180175781,38.810001373291016,101.1500015258789,159.4378662109375,150.77999877929688,323.57000732421875,1480.8800048828125,345.2099914550781,177.2100067138672,295.7200012207031,42.80525207519531,85.0,690.3099975585938,22.662097930908203,22.32987403869629,25.719999313354492,4894.7998046875,622.3200073242188,48.06999969482422,547.8499755859375,232.58999633789062,11.600000381469727,127.3499984741211,168.22999572753906,639.9400024414062,84.43000030517578,299.69000244140625,697.760009765625,354.67999267578125,47.279998779296875,717.4000244140625,333.17999267578125,115.02999877929688,181.0,449.2200012207031,371.3333435058594,606.5650024414062,87.37000274658203,543.219970703125,367.3599853515625,46.13999938964844,379.1099853515625,222.6699981689453,184.92999267578125,23.440000534057617,367.54998779296875,52.290000915527344,89.80000305175781,533.9500122070312
